"Tweet ID","Tweet Text","Type","Author Name","Author Username","Creation Time","Reply Count","Retweet Count","Quote Count","Like Count","View Count","Bookmark Count","Language","Possibly Sensitive","Source","Hashtags","Tweet URL","Media Type","Media URLs","External URLs"
"=""1823767607847043516""","Nasa to give update on two American astronauts stuck on International Space Station

Follow live https://t.co/YyNVbn6EWC","Tweet","BBC Breaking News","BBCBreaking","14/8/2024, 10:34:16 pm","127","96","36","395","362112","22","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1823767607847043516","","","https://bbc.in/46NpBTV"
"=""1823737846978535797""","Scientists ""shocked"" as research shows Altar Stone at heart of Stonehenge actually came from far north of Scotland, not Wales as previously thought https://t.co/lEjXY7NWDs","Tweet","BBC Breaking News","BBCBreaking","14/8/2024, 8:36:00 pm","209","510","154","1993","526430","156","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1823737846978535797","","","https://trib.al/2DjmCLo"
"=""1823694854703956169""","Man, 26, who kicked female police officer to the ground during recent disorder in UK jailed for three years - follow live updates https://t.co/5ZEBr6POQ8","Tweet","BBC Breaking News","BBCBreaking","14/8/2024, 5:45:10 pm","0","192","82","1199","615887","20","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1823694854703956169","","","https://bbc.in/3YIkC4M"
"=""1823682229274312790""","Ukraine has pushed 1-2km further into Russia since this morning, President Volodymyr Zelensky claims, as cross-border attack continues https://t.co/464uzmJUcc","Tweet","BBC Breaking News","BBCBreaking","14/8/2024, 4:55:00 pm","165","226","19","1080","367793","22","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1823682229274312790","","","https://bbc.in/3SMJggS"
"=""1823604180658885091""","UK inflation rate rises for the first time this year to 2.2% https://t.co/MD8Icd5zhP","Tweet","BBC Breaking News","BBCBreaking","14/8/2024, 11:44:52 am","137","114","27","322","325550","15","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1823604180658885091","","","https://bbc.in/3SOsiif"
"=""1823316170683871738""","Girl, 13, pleads guilty to using or threatening unlawful violence, as more people appear in court over recent unrest in England and Northern Ireland https://t.co/QD8X9e0j7I","Tweet","BBC Breaking News","BBCBreaking","13/8/2024, 4:40:25 pm","0","97","128","345","401251","35","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1823316170683871738","","","https://bbc.in/4dhXIpB"
"=""1823246327452520775""","Priest who posed a risk to children given six-figure pay-off by Church of England, BBC investigation finds https://t.co/bL1uY2FL23","Tweet","BBC Breaking News","BBCBreaking","13/8/2024, 12:02:53 pm","5","379","181","586","474681","61","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1823246327452520775","","","https://bbc.in/3SN6d3o"
"=""1823236071301300543""","Man charged with attempted murder after 11-year-old girl stabbed in London's Leicester Square, police say https://t.co/6KgLGDPrlU","Tweet","BBC Breaking News","BBCBreaking","13/8/2024, 11:22:08 am","0","130","102","457","464233","23","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1823236071301300543","","","https://bbc.in/3M4Q1a2"
"=""1823030759231230271""","Today has been the UK's hottest day of the year so far, with 34.8C reached in Cambridge, Met Office says https://t.co/z85aMiwUAb","Tweet","BBC Breaking News","BBCBreaking","12/8/2024, 9:46:17 pm","428","159","99","696","600403","28","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1823030759231230271","","","https://bbc.in/3yoIC2o"
"=""1822983892447400325""","Five-time Olympic diving medallist Tom Daley confirms his retirement https://t.co/CWQNsZ0eCe","Tweet","BBC Breaking News","BBCBreaking","12/8/2024, 6:40:04 pm","144","161","39","1298","406440","26","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1822983892447400325","","","https://bbc.in/46GzK4A"
"=""1822976853734244557""","Man arrested after girl, 11, and woman, 34, stabbed in London's Leicester Square and taken to major trauma centre https://t.co/cgmV4ldqSk","Tweet","BBC Breaking News","BBCBreaking","12/8/2024, 6:12:05 pm","19","262","269","853","1248741","66","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1822976853734244557","","","https://bbc.in/3WZ4GKf"
"=""1822973762062414054""","Boy, 12, pleads guilty to violent disorder - the youngest person yet to appear in court over recent unrest in Southport, England
 
Follow updates https://t.co/zZch8JUN0K","Tweet","BBC Breaking News","BBCBreaking","12/8/2024, 5:59:48 pm","0","91","56","442","913184","24","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1822973762062414054","","","https://bbc.in/3Axa9is"
"=""1822972124614607246""","Vladimir Putin vows to ""kick the enemy out"" of Russia a week after Ukraine launched cross-border attack 

Follow live https://t.co/M5wO5URetS","Tweet","BBC Breaking News","BBCBreaking","12/8/2024, 5:53:18 pm","138","78","23","338","341520","8","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1822972124614607246","","","https://bbc.in/3YAJD1U"
"=""1822882728779321493""","Doctor warned three years before Nottingham attacks that Valdo Calocane could ""end up killing someone"", medical records seen by BBC show https://t.co/Ia9JBf10LY","Tweet","BBC Breaking News","BBCBreaking","12/8/2024, 11:58:04 am","202","185","54","648","447483","48","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1822882728779321493","","","https://bbc.in/4dkXfTk"
"=""1822713378843787551""","Paris set for a star-studded Olympics finale with Billie Eilish, Snoop Dogg and Red Hot Chili Peppers. Watch closing ceremony live: https://t.co/9W6ysHWRcF","Tweet","BBC Breaking News","BBCBreaking","12/8/2024, 12:45:08 am","138","78","29","367","395149","23","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1822713378843787551","","","https://bbc.in/3YZ8gFR"
"=""1822609308611182749""","Team GB have won their last medal of #Paris2024 

They finish on 65 - one above Great Britain's total in Tokyo 2020.

🥇🥈🥉

#Olympics https://t.co/PyyysCZpos","Retweet","BBC Sport","BBCSport","11/8/2024, 5:51:36 pm","292","381","61","5669","595086","47","en","No","TweetDeck Web App","#Paris2024, #Olympics","https://x.com/BBCSport/status/1822609308611182749","photo","https://pbs.twimg.com/media/GUs1LJAWMAAOUcv.jpg",""
"=""1822554466354110894""","President Zelensky confirms Ukranian troops fighting inside Russia as 76,000 evacuated from Kursk border region

Follow live: https://t.co/nxV6ryKygv ⁠","Tweet","BBC Breaking News","BBCBreaking","11/8/2024, 2:13:40 pm","145","205","17","893","359003","18","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1822554466354110894","","","https://bbc.in/4dWMZRp"
"=""1822252181665259891""","Parents of Bebe King, 6, killed in Southport stabbing, remember her ""joy, light and love"" and say their older daughter saw attack https://t.co/1YIe839uyx","Tweet","BBC Breaking News","BBCBreaking","10/8/2024, 6:12:30 pm","0","109","31","623","356205","16","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1822252181665259891","","","https://bbc.in/3SLNpSd"
"=""1821990110184783977""","King Charles praises ""community spirit"" and says he hopes for unity after ""aggression and criminality"" of recent disorder https://t.co/IQdcGUCO1q","Tweet","BBC Breaking News","BBCBreaking","10/8/2024, 12:51:07 am","605","185","70","1174","579117","45","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1821990110184783977","","","https://bbc.in/3WHKv1V"
"=""1821968299518775595""","A passenger plane with 62 people on board has crashed in Vinhedo, Brazil, local media report
https://t.co/WkCcEusWl3","Tweet","BBC Breaking News","BBCBreaking","9/8/2024, 11:24:27 pm","175","552","55","1293","587752","44","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1821968299518775595","","","https://bbc.in/46ItYiQ"
"=""1821910684247928919""","Jordan Parlour jailed for 20 months for stirring up racial hatred on Facebook during recent disorder

Follow live: https://t.co/4D8tMlbClX","Tweet","BBC Breaking News","BBCBreaking","9/8/2024, 7:35:31 pm","0","86","35","468","271772","8","en","No","Twitter Web App","","https://x.com/BBCBreaking/status/1821910684247928919","","","https://www.bbc.co.uk/news/live/cpdlvz80pjzt"
"=""1821901516514464000""","Suspended Labour councillor Ricky Jones charged with encouraging violent disorder at London counter-protest
 
Follow live: https://t.co/JyqYqCXUWA","Tweet","BBC Breaking News","BBCBreaking","9/8/2024, 6:59:05 pm","9","102","39","542","281489","18","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1821901516514464000","","","https://bbc.in/3YD1i8X"
"=""1821898248681873861""","Lee Carsley named interim head coach of England men's football team, FA says 
Follow live reaction:  https://t.co/VdwpAtndxG","Tweet","BBC Breaking News","BBCBreaking","9/8/2024, 6:46:06 pm","78","29","5","134","261979","5","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1821898248681873861","","","https://bbc.in/3WZqSUJ"
"=""1821876644249735466""","Watch live as four men to be sentenced in connection with the UK riots
https://t.co/frH3Pd0hE0","Tweet","BBC Breaking News","BBCBreaking","9/8/2024, 5:20:15 pm","0","43","37","231","275950","11","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1821876644249735466","","","https://bbc.in/3Ah91zL"
"=""1821871336064467196""","Toby Roberts wins GOLD for Team GB! 🥇

What an effort 👏

#BBCOlympics #Olympics #Paris2024 https://t.co/DYMCPXvj9z","Retweet","BBC Sport","BBCSport","9/8/2024, 4:59:09 pm","143","312","77","5746","497051","22","en","No","Twitter Web App","#BBCOlympics, #Olympics, #Paris2024","https://x.com/BBCSport/status/1821871336064467196","photo","https://pbs.twimg.com/media/GUiWLAPWcAAn8k7.jpg",""
"=""1821865682100752392""","Former news presenter Huw Edwards has been asked to return salary paid since arrest and has "" undermined trust"" in BBC, says board
https://t.co/1KphxBPFFq","Tweet","BBC Breaking News","BBCBreaking","9/8/2024, 4:36:41 pm","0","134","81","542","328847","24","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1821865682100752392","","","https://bbc.in/3LZ3G2l"
"=""1821620569814475142""","Botswana's Letsile Tebogo wins Olympic 200m with commanding sprint - claiming his country's first ever gold 
https://t.co/leryjdS0Ws","Tweet","BBC Breaking News","BBCBreaking","9/8/2024, 12:22:42 am","131","149","15","1219","369703","6","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1821620569814475142","","","https://bbc.in/3LVCt0L"
"=""1821572829608890675""","Sailor Ellie Aldridge wins Team GB's 13th gold medal of Paris Olympics with victory in women's kite 
https://t.co/VunbGpVFjP","Tweet","BBC Breaking News","BBCBreaking","8/8/2024, 9:13:00 pm","128","75","11","938","339858","4","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1821572829608890675","","","https://bbc.in/3WWUwtq"
"=""1821571591005745417""","Suspended Labour councillor Ricky Jones arrested on suspicion of encouraging murder after comments at London counter-protest
Follow live https://t.co/Drk3pqCsI6","Tweet","BBC Breaking News","BBCBreaking","8/8/2024, 9:08:05 pm","1","297","208","1225","679180","83","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1821571591005745417","","","https://bbc.in/3AiZwA0"
"=""1821502420205134239""","Two rioters jailed for two years and eight months for violent disorder in Merseyside, UK - follow live https://t.co/Vw3s2pFza6","Tweet","BBC Breaking News","BBCBreaking","8/8/2024, 4:33:13 pm","295","127","30","920","449276","12","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1821502420205134239","","","https://bbc.in/3WYNAwg"
"=""1821496525362532508""","Watch live as two men sentenced for violent disorder in unrest after Southport attack in England https://t.co/D7Pk8DzE2I","Tweet","BBC Breaking News","BBCBreaking","8/8/2024, 4:09:48 pm","2","62","33","355","345893","13","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1821496525362532508","","","https://bbc.in/4chxiTm"
"=""1821282682908684439""","All three Taylor Swift concerts in Vienna cancelled after police arrest two men suspected of planning attacks
https://t.co/nkfZukrjPu","Tweet","BBC Breaking News","BBCBreaking","8/8/2024, 2:00:04 am","644","1402","468","4127","1902470","212","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1821282682908684439","","","https://bbc.in/3Yz5bfe"
"=""1821154441308918221""","President Vladimir Putin accuses Ukraine of ""major provocation"" with clashes reported in Russia's Kursk border region
 
https://t.co/iozlNqWWQy","Tweet","BBC Breaking News","BBCBreaking","7/8/2024, 5:30:28 pm","396","114","69","479","427295","22","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1821154441308918221","","","https://bbc.in/3WBLWPJ"
"=""1821145284627349980""","Three men jailed for between three years and 20 months for violent disorder in Merseyside following Southport attack https://t.co/iHNFNW5DOt","Tweet","BBC Breaking News","BBCBreaking","7/8/2024, 4:54:05 pm","0","135","79","711","322532","20","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1821145284627349980","","","https://bbc.in/4dyOVyW"
"=""1820936682771775799""","Kamala Harris and new running mate Tim Walz make first campaign appearance together - watch and follow live https://t.co/tcxPJU8s7J","Tweet","BBC Breaking News","BBCBreaking","7/8/2024, 3:05:11 am","162","68","6","403","363769","17","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1820936682771775799","","","https://bbc.in/3SDtwwI"
"=""1820936423970648567""","Algeria's Imane Khelif wins Olympic women's boxing semi-final and will fight for gold on Friday, after gender eligibility row https://t.co/MmqW2tOowk.","Tweet","BBC Breaking News","BBCBreaking","7/8/2024, 3:04:09 am","1536","493","251","7441","958585","136","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1820936423970648567","","","https://bbc.in/4dQMqIP"
"=""1820908546570998253""","UK Prime Minister Sir Keir Starmer promises communities ""will be safe"" after emergency meeting about riots https://t.co/MJQyoxevAV","Tweet","BBC Breaking News","BBCBreaking","7/8/2024, 1:13:23 am","9","123","65","489","374725","15","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1820908546570998253","","","https://bbc.in/4cwbMKZ"
"=""1820899676670902586""","USA's Cole Hocker wins shock 1500m gold ahead of GB's Josh Kerr at Paris Olympics. Follow live https://t.co/LHjjnAKXOv","Tweet","BBC Breaking News","BBCBreaking","7/8/2024, 12:38:08 am","101","53","5","374","385488","4","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1820899676670902586","","","https://bbc.in/3WUcixq"
"=""1820858344757702767""","Sky Brown, 16, wins skateboarding bronze for Team GB, despite dislocating shoulder before going to Paris Olympics https://t.co/DO3VAhJXQo","Tweet","BBC Breaking News","BBCBreaking","6/8/2024, 9:53:53 pm","113","67","12","945","363124","8","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1820858344757702767","","","https://bbc.in/4ceeF2K"
"=""1820837553274077198""","Tim Walz says it's ""honour of a lifetime"" to be Kamala Harris's running mate, as Trump team brands Minnesota governor ""dangerously liberal"" 

Follow live https://t.co/JCwhO7vRKB","Tweet","BBC Breaking News","BBCBreaking","6/8/2024, 8:31:16 pm","146","105","21","577","346517","15","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1820837553274077198","","","https://bbc.in/3yi7AAt"
"=""1820822867505803740""","All the children who were in hospital after Southport, England stabbing attack now discharged  
 
Follow live https://t.co/Q4rHtQ7FJZ","Tweet","BBC Breaking News","BBCBreaking","6/8/2024, 7:32:55 pm","0","86","25","927","265161","12","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1820822867505803740","","","https://bbc.in/3MfidY9"
"=""1820808541105430785""","Kamala Harris picks Minnesota Governor Tim Walz, a former high school teacher, as running mate for election, US media report
 
Follow live https://t.co/GUg6cR7zL8","Tweet","BBC Breaking News","BBCBreaking","6/8/2024, 6:35:59 pm","147","298","61","1344","491033","30","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1820808541105430785","","","https://bbc.in/3WV2T7Z"
"=""1820780496353149427""","Man, 28, becomes first person to be charged with stirring racial hatred online in relation to current violent disorder in UK https://t.co/GCyH5AXxUU","Tweet","BBC Breaking News","BBCBreaking","6/8/2024, 4:44:33 pm","0","303","174","1271","637782","69","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1820780496353149427","","","https://bbc.in/4dvSvdn"
"=""1820774343414022564""","Eluned Morgan says ""potential is limitless"" for women in Wales as she is confirmed first female first minister of the nation
https://t.co/WbsQFMPaFW","Tweet","BBC Breaking News","BBCBreaking","6/8/2024, 4:20:06 pm","135","72","14","429","293290","9","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1820774343414022564","","","https://bbc.in/3WDdSTh"
"=""1820759716672253977""","Police investigate serious assault on man in his 50s as racially motivated hate crime during Belfast riot in Northern Ireland 
 
Follow live https://t.co/0I5ANs0T5z","Tweet","BBC Breaking News","BBCBreaking","6/8/2024, 3:21:59 pm","0","107","22","259","289928","12","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1820759716672253977","","","https://bbc.in/4deg62s"
"=""1820548817776673202""","Keely Hodgkinson wins 800m and Team GB's first gold medal in athletics at Olympics for eight years https://t.co/91DBG7JQSq","Tweet","BBC Breaking News","BBCBreaking","6/8/2024, 1:23:56 am","176","130","13","1904","454117","13","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1820548817776673202","","","https://bbc.in/4dtssn6"
"=""1820545364010606739""","Google acted illegally to maintain monopoly over online searches, US judge rules in landmark case https://t.co/YXjMJRA9o4","Tweet","BBC Breaking News","BBCBreaking","6/8/2024, 1:10:13 am","208","843","105","2511","553212","122","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1820545364010606739","","","https://bbc.in/4fq80VU"
"=""1820524457531760822""","Team GB break world record to take cycling gold in women's team sprint at Paris Olympics

Follow live: https://t.co/tGX4naAtID","Tweet","BBC Breaking News","BBCBreaking","5/8/2024, 11:47:09 pm","82","68","6","892","328022","9","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1820524457531760822","","","https://bbc.in/46yfqlY"
"=""1820456724551053776""","US markets tumble amid global sell-off as fears grow over economic slowdown in world's largest economy
 
Follow live https://t.co/hBCzfERL4E","Tweet","BBC Breaking News","BBCBreaking","5/8/2024, 7:18:00 pm","167","217","39","483","460255","29","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1820456724551053776","","","https://bbc.in/3MdvGjb"
"=""1820436374593343495""","UK Prime Minister Sir Keir Starmer says ""an army"" of specialist police officers are on standby to tackle violent disorder
 
Follow live https://t.co/WM0Gwd2Z2e","Tweet","BBC Breaking News","BBCBreaking","5/8/2024, 5:57:08 pm","584","168","68","701","409145","28","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1820436374593343495","","","https://bbc.in/3yrsuwP"
"=""1820390859784814792""","Bangladeshi PM resigns and flees country as anti-government protesters storm her official residence in capital Dhaka
 
Follow live https://t.co/Vg1OSH5rRM","Tweet","BBC Breaking News","BBCBreaking","5/8/2024, 2:56:16 pm","358","1392","287","1964","667392","115","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1820390859784814792","","","https://bbc.in/3Ys66hy"
"=""1820360559285428521""","Graham Thorpe, the former England and surrey cricketer, has died at the age of 55
https://t.co/fDyXPGum9G","Tweet","BBC Breaking News","BBCBreaking","5/8/2024, 12:55:52 pm","122","83","46","488","399023","9","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1820360559285428521","","","https://bbc.in/3YzhVT4"
"=""1820124022077624681""","""You will regret taking part,"" says PM Keir Starmer as he describes ""far-right thuggery"" on UK streets
 
Follow live https://t.co/avFOtizkLW","Tweet","BBC Breaking News","BBCBreaking","4/8/2024, 9:15:57 pm","0","212","132","917","453728","24","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1820124022077624681","","","https://bbc.in/3yh2hRM"
"=""1820089694207488131""","Crowd chanting ""get them out"" gathers at hotel in Rotherham, UK, with bottles thrown at police and windows broken 
 
Follow updates https://t.co/HFTjABpkgp","Tweet","BBC Breaking News","BBCBreaking","4/8/2024, 6:59:33 pm","0","178","169","579","1050109","35","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1820089694207488131","","","https://bbc.in/3yt4Lwh"
"=""1820026442702377176""","""Mayhem"" at protests in several UK cities has made ""people frightened because of colour of their skin"", says UK policing minister 
 
Follow live https://t.co/fhKUrduGbq","Tweet","BBC Breaking News","BBCBreaking","4/8/2024, 2:48:13 pm","0","188","295","527","943356","48","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1820026442702377176","","","https://bbc.in/46zoozt"
"=""1819780064080187593""","UK's Home Secretary Yvette Cooper says ""thuggery has no place on Britain's streets"" after disorder at protests in several UK cities
 
Follow live https://t.co/L83c2RXP82","Tweet","BBC Breaking News","BBCBreaking","3/8/2024, 10:29:11 pm","0","99","155","468","473961","15","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1819780064080187593","","","https://bbc.in/4d7A66V"
"=""1819445556013347222""","Kamala Harris formally chosen as Democratic Party nominee in US presidential election https://t.co/Ahbg6r0O3a","Tweet","BBC Breaking News","BBCBreaking","3/8/2024, 12:19:58 am","630","459","44","2876","504932","39","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1819445556013347222","","","https://bbc.in/4ccFtAz"
"=""1819345666159591567""","'Just tar and feather her' - black ex-solider, a poster girl of recruitment campaigns, gets Army apology after racist abuse https://t.co/Ks2KVjkKvw","Tweet","BBC Breaking News","BBCBreaking","2/8/2024, 5:43:03 pm","227","122","37","415","335597","39","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1819345666159591567","","","https://bbc.in/3SAyN8d"
"=""1819341224358137884""","Violent protests after Southport attack reveal organising tactics of the far-right, BBC Verify analysis shows
https://t.co/7yzRSvcbFx","Tweet","BBC Breaking News","BBCBreaking","2/8/2024, 5:25:24 pm","1","200","160","479","316818","43","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1819341224358137884","","","https://bbc.in/3yonoRY"
"=""1819323711918404069""","Team GB's Emily Craig and Imogen Grant win Olympic gold in women's lightweight double sculls final https://t.co/jYUUCCW2sF","Tweet","BBC Breaking News","BBCBreaking","2/8/2024, 4:15:48 pm","86","42","4","443","258530","0","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1819323711918404069","","","https://bbc.in/3Ac7LxO"
"=""1819096913800466636""","Andy Murray knocked out of Paris Olympics men's doubles as his tennis playing career comes to an end
 
Follow live https://t.co/AcTu4tkljK","Tweet","BBC Breaking News","BBCBreaking","2/8/2024, 1:14:36 am","143","91","16","468","329604","10","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1819096913800466636","","","https://bbc.in/46t0WUk"
"=""1819079351985471925""","Simone Biles, USA gymnastics superstar, wins gold in all-around final at Paris Olympics

Follow live: https://t.co/T5WpwX8a8j","Tweet","BBC Breaking News","BBCBreaking","2/8/2024, 12:04:49 am","98","140","15","1193","355933","12","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1819079351985471925","","","https://bbc.in/4fqrQjX"
"=""1819058266095133180""","BBC boss defends not sacking Huw Edwards despite knowing of his arrest over most serious category of indecent images of children https://t.co/AdpCLaMOC0","Tweet","BBC Breaking News","BBCBreaking","1/8/2024, 10:41:01 pm","3","56","80","175","291634","10","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1819058266095133180","","","https://bbc.in/4dnDudu"
"=""1819034063384027490""","Wall Street Journal says its reporter Evan Gershkovich is now free as Russia and West carry out huge prisoner exchange
 
Follow live https://t.co/FAJie3R4Wh","Tweet","BBC Breaking News","BBCBreaking","1/8/2024, 9:04:51 pm","88","97","7","445","282301","3","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1819034063384027490","","","https://bbc.in/3WsLR0w"
"=""1819015040592216170""","Biggest prisoner exchange between Russia and the West since Cold War is under way - follow live updates https://t.co/lAX6Cctir2","Tweet","BBC Breaking News","BBCBreaking","1/8/2024, 7:49:15 pm","73","125","16","411","292377","15","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1819015040592216170","","","https://bbc.in/3Sz2u9P"
"=""1818993740725285343""","Journalist Evan Gershkovich and former US Marine Paul Whelan among prisoners expected to be freed today by Russia in swap deal with US https://t.co/4HboXIyFpv","Tweet","BBC Breaking News","BBCBreaking","1/8/2024, 6:24:37 pm","111","216","39","832","350791","20","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1818993740725285343","","","https://bbc.in/3WPtsg0"
"=""1818974052632924566""","Southport, UK, triple murder suspect named for first time as Axel Rudakubana - follow live updates https://t.co/Z9Uzp9NsGq","Tweet","BBC Breaking News","BBCBreaking","1/8/2024, 5:06:23 pm","4","135","99","339","465952","21","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1818974052632924566","","","https://bbc.in/3WMjkEI"
"=""1818967035159683581""","Interest rates cut to 5% from 5.25% by Bank of England, the first drop since onset of pandemic in March 2020 - follow live
https://t.co/I8W4IeUvzG","Tweet","BBC Breaking News","BBCBreaking","1/8/2024, 4:38:30 pm","114","121","34","505","314442","12","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1818967035159683581","","","https://bbc.in/3WK33A4"
"=""1818956072926789890""","Two children injured in Southport, UK, stabbing discharged with five others in stable condition, hospital says https://t.co/lXWTcCqnqm","Tweet","BBC Breaking News","BBCBreaking","1/8/2024, 3:54:57 pm","0","73","16","505","238707","8","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1818956072926789890","","","https://bbc.in/4dnSAQ5"
"=""1818950565843395065""","GPs in England vote in favour of 'work-to-rule' action which could limit the number of daily appointments available https://t.co/Nlcm6EBeco","Tweet","BBC Breaking News","BBCBreaking","1/8/2024, 3:33:04 pm","230","73","42","215","308531","14","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1818950565843395065","","","https://bbc.in/4c7s6l0"
"=""1818944049757212790""","17-year-old suspect appears in court charged with murders of three girls in Southport, UK - follow live https://t.co/qIs4DmE54A","Tweet","BBC Breaking News","BBCBreaking","1/8/2024, 3:07:10 pm","2","71","28","265","353989","13","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1818944049757212790","","","https://bbc.in/3WB5IuK"
"=""1818932500120399939""","Israel's military says it killed Hamas military chief Mohammed Deif in an air strike in Gaza on 13 July https://t.co/3pgeEtOeNp","Tweet","BBC Breaking News","BBCBreaking","1/8/2024, 2:21:16 pm","207","171","25","725","320755","24","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1818932500120399939","","","https://bbc.in/3Ytvpjs"
"=""1818786482657652763""","17-year-old charged with three counts of murder and 10 counts of attempted murder after Southport knife attack https://t.co/dw6ZqDlMif","Tweet","BBC Breaking News","BBCBreaking","1/8/2024, 4:41:03 am","0","234","72","643","452690","29","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1818786482657652763","","","https://bbc.in/3ynBTFS"
"=""1818782461431578790""","More than 100 people arrested at demonstration in central London after Southport knife attack, London's Met Police say https://t.co/SJ3McDYwpD","Tweet","BBC Breaking News","BBCBreaking","1/8/2024, 4:25:04 am","1","162","74","480","269793","23","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1818782461431578790","","","https://bbc.in/46tYMDY"
"=""1818769885758882098""","Khalid Sheikh Mohammed and two others accused of plotting 9/11 attacks reach plea deal with US prosecutors, Pentagon says https://t.co/d2qTjQvTK4","Tweet","BBC Breaking News","BBCBreaking","1/8/2024, 3:35:06 am","329","395","311","748","1547495","126","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1818769885758882098","","","https://bbc.in/46w0eFP"
"=""1818676332022112470""","BBC says it is ""shocked"" after Huw Edwards admits making indecent images of children and knew of his arrest in November https://t.co/UuqQYeYVN9","Tweet","BBC Breaking News","BBCBreaking","31/7/2024, 9:23:21 pm","0","106","105","264","296718","19","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1818676332022112470","","","https://bbc.in/3SwyPhc"
"=""1818601273278476452""","Team GB win their first rowing gold medal of Paris Olympics in women's quadruple sculls
Follow live: https://t.co/Lx4dDAH3lX","Tweet","BBC Breaking News","BBCBreaking","31/7/2024, 4:25:06 pm","94","44","0","387","225695","5","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1818601273278476452","","","https://bbc.in/46rZh1j"
